Életkor,Nem,Osztályzat_9,Osztályzat_10,Osztályzat_11,Osztályzat_12,Történelem,Matematika,Magyar Nyelv és Irodalom,Informatika,Biológia,Fizika,Angol,Német,Informatika_emelt,Biológia_emelt,Fizika_emelt,Angol_emelt,Német_emelt,Matematika_emelt,Történelem_emelt,Magyar Nyelv és Irodalom_emelt,Szülői Végzettség,Középiskola Presztízse,Extrakurrikuláris Tevékenységek,Tanulási Szokások,Munkatapasztalat,Ajánlások Száma,Versenyeken Való Részvétel,Vármegye,Felvételi Eredmény,ID
18,1,3.25,4.5,3.25,4.75,76,98,93,85,-1,-1,91,-1,1,-1,-1,1,-1,0,0,0,2,5.65,1,4,0,1,0,Győr-Moson-Sopron Vármegye,0.0,4002
18,0,4.5,4.0,4.25,3.75,79,58,94,65,-1,-1,89,-1,0,-1,-1,1,-1,0,0,0,2,6.31,1,4,0,2,0,Pest Vármegye,0.0,4003
18,1,3.0,4.0,4.5,4.5,79,78,96,87,-1,-1,90,-1,0,-1,-1,1,-1,0,0,0,2,4.69,1,4,0,4,0,Zala Vármegye,0.0,4004
19,0,3.25,4.75,3.25,4.0,82,74,89,-1,90,-1,-1,92,-1,0,-1,-1,1,0,0,1,1,2.86,1,4,0,1,0,Borsod-Abaúj-Zemplén Vármegye,0.0,4005
19,0,4.25,3.5,3.25,3.5,83,88,62,89,-1,-1,64,-1,0,-1,-1,0,-1,0,1,0,2,4.85,1,4,0,2,1,Borsod-Abaúj-Zemplén Vármegye,0.0,4006
18,0,2.75,3.5,3.75,4.25,83,73,61,-1,-1,68,-1,91,-1,-1,0,-1,0,0,0,1,3,6.11,1,4,0,2,0,Fejér Vármegye,0.0,4007
19,1,4.0,3.25,4.5,4.25,55,73,92,-1,72,-1,-1,85,-1,0,-1,-1,0,1,1,0,3,4.76,1,3,0,1,0,Zala Vármegye,0.0,4008
17,0,4.0,3.5,4.75,4.75,88,87,84,-1,53,-1,52,-1,-1,0,-1,0,-1,0,0,1,1,2.86,1,7,0,3,1,Győr-Moson-Sopron Vármegye,0.0,4009
18,0,2.75,2.25,3.25,3.0,83,65,73,69,-1,-1,69,-1,0,-1,-1,1,-1,0,1,0,3,9.94,1,6,0,5,0,Budapest,0.0,4010
17,0,3.0,3.0,4.0,3.5,92,80,67,-1,-1,89,-1,84,-1,-1,0,-1,0,1,0,0,3,7.35,0,4,0,4,1,Zala Vármegye,1.0,4011
18,1,4.0,4.75,3.75,4.0,82,92,75,90,-1,-1,80,-1,1,-1,-1,1,-1,0,0,0,4,6.51,1,3,1,1,0,Budapest,1.0,4012
17,0,4.0,3.5,4.0,3.5,94,80,73,-1,92,-1,69,-1,-1,0,-1,1,-1,0,0,0,3,6.77,1,5,0,1,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,4013
19,1,4.25,3.5,4.0,4.75,89,82,83,-1,85,-1,93,-1,-1,0,-1,0,-1,1,1,0,2,4.12,0,6,0,3,0,Győr-Moson-Sopron Vármegye,0.0,4014
18,1,4.25,3.75,4.5,4.75,67,77,76,-1,-1,75,95,-1,-1,-1,0,0,-1,0,1,0,1,6.44,1,4,0,2,0,Zala Vármegye,0.0,4015
17,1,4.5,4.25,3.75,4.75,92,86,87,93,-1,-1,-1,93,0,-1,-1,-1,0,0,0,1,2,5.33,1,3,1,1,0,Budapest,0.0,4016
18,1,4.0,3.25,3.5,4.25,75,64,93,84,-1,-1,66,-1,0,-1,-1,1,-1,0,1,0,2,5.37,1,3,1,2,0,Békés Vármegye,0.0,4017
17,1,4.25,4.0,4.25,4.5,98,82,85,-1,-1,84,98,-1,-1,-1,0,1,-1,0,0,1,4,8.25,1,3,0,1,0,Zala Vármegye,0.0,4018
17,0,4.0,4.0,4.5,4.75,98,96,61,85,-1,-1,87,-1,1,-1,-1,0,-1,0,0,0,1,5.02,1,6,0,2,1,Bács-Kiskun Vármegye,1.0,4019
19,1,4.25,3.75,3.5,2.5,51,87,45,30,-1,-1,57,-1,0,-1,-1,0,-1,0,1,0,2,4.34,0,3,1,2,1,Zala Vármegye,0.0,4020
18,0,4.5,4.0,4.0,4.25,93,72,87,-1,92,-1,48,-1,-1,0,-1,0,-1,0,1,0,4,7.62,1,5,0,1,1,Bács-Kiskun Vármegye,0.0,4021
18,1,4.5,3.0,4.5,4.5,87,70,72,-1,-1,73,-1,79,-1,-1,0,-1,0,0,0,0,2,8.72,0,8,0,2,0,Baranya Vármegye,0.0,4022
17,1,4.0,3.25,3.25,4.25,67,78,42,-1,58,-1,84,-1,-1,0,-1,1,-1,0,0,1,2,5.77,0,3,0,1,0,Somogy Vármegye,0.0,4023
18,1,3.0,4.5,4.25,3.75,91,70,72,-1,95,-1,77,-1,-1,0,-1,0,-1,0,0,0,3,6.47,1,6,0,1,1,Csongrád Vármegye,0.0,4024
19,0,3.75,3.25,3.0,4.75,49,74,64,75,-1,-1,69,-1,0,-1,-1,0,-1,0,1,0,5,8.75,0,4,1,3,1,Pest Vármegye,1.0,4025
17,0,4.5,4.25,4.5,2.75,96,76,82,-1,-1,80,74,-1,-1,-1,0,1,-1,1,0,0,3,4.34,1,5,0,2,1,Budapest,1.0,4026
18,1,4.5,4.75,4.75,4.0,78,78,90,67,-1,-1,-1,97,1,-1,-1,-1,0,0,0,1,2,5.21,1,2,0,2,0,Veszprém Vármegye,0.0,4027
18,0,3.5,4.75,3.5,3.0,83,68,73,61,-1,-1,61,-1,0,-1,-1,0,-1,0,1,0,1,1.0,1,4,0,5,0,Zala Vármegye,0.0,4028
18,0,4.0,4.25,4.0,3.25,85,65,84,-1,-1,91,39,-1,-1,-1,0,1,-1,0,0,0,2,2.91,0,7,0,3,1,Komárom-Esztergom Vármegye,1.0,4029
19,1,4.25,3.75,3.75,4.75,79,84,80,78,-1,-1,87,-1,1,-1,-1,0,-1,0,0,0,3,5.85,1,3,0,3,1,Borsod-Abaúj-Zemplén Vármegye,0.0,4030
19,1,2.75,4.0,4.0,4.75,78,83,67,-1,79,-1,67,-1,-1,0,-1,0,-1,0,1,1,2,5.32,1,3,0,2,1,Csongrád Vármegye,0.0,4031
17,1,4.25,3.5,3.0,4.75,78,72,91,92,-1,-1,86,-1,1,-1,-1,1,-1,0,0,0,1,5.15,1,6,0,3,1,Budapest,1.0,4032
17,1,3.0,4.25,3.25,3.75,77,74,70,-1,88,-1,74,-1,-1,0,-1,0,-1,1,0,0,3,6.8,0,4,0,2,0,Zala Vármegye,0.0,4033
19,0,2.75,5.0,3.25,3.75,70,100,93,60,-1,-1,-1,84,0,-1,-1,-1,0,0,0,1,2,8.93,1,4,0,2,0,Zala Vármegye,0.0,4034
17,0,4.75,3.5,4.5,3.5,87,96,91,-1,-1,91,73,-1,-1,-1,0,1,-1,0,0,1,4,4.57,0,5,0,2,0,Bács-Kiskun Vármegye,0.0,4035
17,0,4.0,4.5,5.0,3.0,76,67,64,84,-1,-1,63,-1,1,-1,-1,1,-1,0,0,0,3,5.45,0,4,0,1,0,Békés Vármegye,0.0,4036
19,1,4.25,2.75,4.0,3.5,77,68,36,84,-1,-1,78,-1,1,-1,-1,0,-1,1,0,0,2,5.0,0,6,0,1,0,Baranya Vármegye,1.0,4037
18,1,3.5,3.75,3.0,4.0,69,80,62,-1,-1,76,-1,92,-1,-1,0,-1,0,1,0,0,3,6.78,1,4,0,1,0,Zala Vármegye,0.0,4038
19,1,5.0,3.0,4.25,3.5,72,68,61,-1,-1,32,-1,80,-1,-1,0,-1,0,1,0,0,2,4.77,1,5,0,2,0,Zala Vármegye,0.0,4039
19,0,3.75,4.25,4.75,4.25,34,76,73,75,-1,-1,81,-1,0,-1,-1,1,-1,0,0,0,4,4.75,1,7,0,1,0,Budapest,1.0,4040
19,0,4.5,4.5,4.25,3.25,80,77,88,-1,-1,87,92,-1,-1,-1,1,0,-1,0,0,0,3,5.58,1,6,0,1,0,Zala Vármegye,0.0,4041
18,0,3.25,4.25,4.5,3.5,91,93,96,81,-1,-1,95,-1,0,-1,-1,0,-1,1,0,0,1,4.32,1,3,0,2,1,Borsod-Abaúj-Zemplén Vármegye,1.0,4042
19,1,2.75,3.5,4.0,3.75,86,89,84,-1,-1,85,76,-1,-1,-1,1,0,-1,0,0,0,4,8.64,0,5,0,2,0,Zala Vármegye,1.0,4043
18,1,4.0,4.5,3.5,3.5,80,85,85,76,-1,-1,69,-1,0,-1,-1,1,-1,0,0,0,3,6.32,0,7,0,4,0,Csongrád Vármegye,0.0,4044
18,1,4.0,3.5,4.5,4.25,91,74,97,-1,-1,51,-1,72,-1,-1,0,-1,0,1,0,0,2,7.18,1,5,0,3,1,Zala Vármegye,0.0,4045
19,1,4.25,3.25,4.75,3.5,78,92,88,82,-1,-1,80,-1,1,-1,-1,0,-1,0,0,1,1,4.82,1,4,0,1,1,Zala Vármegye,1.0,4046
17,1,4.25,4.0,4.25,3.5,89,84,79,-1,79,-1,82,-1,-1,0,-1,0,-1,0,0,0,2,2.97,1,6,0,2,0,Heves Vármegye,0.0,4047
18,1,4.0,4.25,3.75,3.25,69,71,77,94,-1,-1,67,-1,1,-1,-1,0,-1,0,0,0,3,6.95,0,2,0,1,0,Zala Vármegye,0.0,4048
18,1,4.5,4.75,3.0,2.75,96,54,67,-1,-1,75,82,-1,-1,-1,0,1,-1,1,0,0,2,4.27,1,1,0,2,0,Fejér Vármegye,0.0,4049
18,0,4.25,4.5,4.25,4.0,77,94,88,-1,60,-1,-1,91,-1,0,-1,-1,0,0,1,0,3,7.11,0,1,1,3,0,Zala Vármegye,0.0,4050
17,0,4.0,4.25,3.25,4.25,82,89,75,-1,-1,96,53,-1,-1,-1,1,0,-1,0,0,0,1,4.13,0,4,1,4,0,Budapest,1.0,4051
17,1,4.5,4.25,4.5,4.75,95,92,90,86,-1,-1,-1,93,0,-1,-1,-1,0,0,0,0,2,7.14,1,5,0,5,0,Fejér Vármegye,1.0,4052
18,1,4.25,3.75,3.25,3.5,59,88,38,-1,-1,55,66,-1,-1,-1,0,0,-1,0,1,1,1,3.51,0,1,1,5,0,Jász-Nagykun-Szolnok Vármegye,0.0,4053
17,1,3.5,3.25,3.25,2.5,65,71,93,71,-1,-1,46,-1,1,-1,-1,0,-1,0,0,1,2,5.44,0,6,0,2,0,Bács-Kiskun Vármegye,0.0,4054
18,1,3.5,4.0,3.5,3.75,80,75,84,43,-1,-1,64,-1,0,-1,-1,1,-1,0,1,0,2,5.74,0,5,0,2,0,Zala Vármegye,0.0,4055
18,0,4.0,3.75,4.75,4.0,78,98,73,83,-1,-1,94,-1,1,-1,-1,1,-1,0,0,0,2,6.4,1,4,0,1,1,Nógrád Vármegye,1.0,4056
18,1,4.5,4.0,4.5,4.75,88,77,85,-1,-1,80,89,-1,-1,-1,0,0,-1,1,0,1,2,8.3,1,3,0,2,1,Békés Vármegye,1.0,4057
18,1,4.0,3.75,4.5,4.25,90,68,82,83,-1,-1,97,-1,0,-1,-1,0,-1,0,0,1,3,7.33,1,6,0,3,1,Békés Vármegye,1.0,4058
19,1,4.25,3.5,3.0,4.5,65,64,52,72,-1,-1,33,-1,1,-1,-1,0,-1,1,0,0,2,5.06,0,3,0,2,0,Zala Vármegye,0.0,4059
18,1,4.25,4.25,4.75,3.75,93,97,91,77,-1,-1,71,-1,0,-1,-1,0,-1,0,0,1,4,5.77,1,7,0,3,0,Nógrád Vármegye,1.0,4060
19,0,2.5,4.0,3.75,4.5,70,84,93,87,-1,-1,-1,98,0,-1,-1,-1,0,0,1,1,2,5.17,1,5,0,1,1,Fejér Vármegye,1.0,4061
18,0,3.0,4.0,2.75,4.25,59,65,94,70,-1,-1,63,-1,1,-1,-1,0,-1,0,0,1,2,6.19,0,6,0,2,0,Budapest,0.0,4062
19,1,4.75,4.5,4.25,4.75,97,80,77,89,-1,-1,88,-1,0,-1,-1,1,-1,0,0,0,1,3.9,1,3,0,2,1,Budapest,1.0,4063
17,1,4.5,3.25,4.25,3.5,40,85,63,51,-1,-1,92,-1,0,-1,-1,1,-1,1,0,0,2,7.03,1,2,0,1,0,Csongrád Vármegye,0.0,4064
17,1,3.5,4.25,4.0,3.75,94,75,41,-1,-1,68,97,-1,-1,-1,0,1,-1,1,0,0,1,5.27,0,6,0,1,0,Zala Vármegye,0.0,4065
18,1,4.25,3.75,4.5,4.25,73,69,73,92,-1,-1,76,-1,1,-1,-1,0,-1,0,0,1,1,5.2,1,2,0,1,0,Budapest,0.0,4066
19,0,4.25,4.0,3.75,3.5,84,81,69,-1,-1,96,82,-1,-1,-1,1,1,-1,0,0,0,1,4.8,0,8,0,2,1,Budapest,1.0,4067
19,0,4.25,3.5,3.0,4.0,50,88,68,-1,49,-1,-1,47,-1,0,-1,-1,0,1,0,0,2,5.77,0,3,0,1,1,Bács-Kiskun Vármegye,1.0,4068
19,0,4.0,3.5,4.0,4.25,43,77,89,86,-1,-1,-1,80,1,-1,-1,-1,0,0,0,0,3,8.85,1,6,0,3,0,Pest Vármegye,1.0,4069
17,0,3.5,4.25,4.25,3.75,64,85,81,95,-1,-1,67,-1,0,-1,-1,0,-1,1,0,1,2,3.23,1,3,0,6,0,Zala Vármegye,1.0,4070
19,0,3.0,4.0,3.5,4.0,93,91,90,-1,-1,81,95,-1,-1,-1,1,0,-1,0,1,0,2,7.08,1,6,0,1,0,Zala Vármegye,0.0,4071
18,0,4.25,2.25,2.75,3.75,68,80,39,-1,-1,50,71,-1,-1,-1,0,0,-1,0,1,0,2,4.13,1,1,0,1,1,Nógrád Vármegye,0.0,4072
19,0,3.5,3.25,3.5,3.5,64,30,78,82,-1,-1,85,-1,1,-1,-1,0,-1,1,0,0,1,3.79,0,2,1,2,0,Zala Vármegye,0.0,4073
19,0,3.5,3.75,4.25,4.0,82,57,72,96,-1,-1,-1,62,0,-1,-1,-1,1,0,1,0,4,9.33,1,5,0,6,0,Somogy Vármegye,0.0,4074
19,1,3.25,3.5,3.0,3.25,95,69,91,-1,43,-1,74,-1,-1,0,-1,1,-1,1,0,0,2,5.2,0,4,0,4,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,4075
18,0,3.0,3.25,4.0,3.25,98,82,81,85,-1,-1,90,-1,0,-1,-1,1,-1,0,1,0,3,5.41,1,4,0,4,1,Békés Vármegye,0.0,4076
17,1,3.25,4.5,4.5,4.5,70,80,50,72,-1,-1,85,-1,0,-1,-1,0,-1,0,1,1,3,6.62,0,2,1,1,1,Zala Vármegye,0.0,4077
19,1,3.25,3.75,3.75,2.75,84,65,68,-1,38,-1,73,-1,-1,0,-1,0,-1,0,0,0,2,3.31,0,4,1,1,0,Békés Vármegye,0.0,4078
17,0,4.0,2.75,2.75,4.25,67,69,86,-1,-1,52,79,-1,-1,-1,0,0,-1,0,0,0,2,6.43,0,8,0,3,0,Zala Vármegye,0.0,4079
17,0,3.25,4.0,3.25,3.75,75,60,73,53,-1,-1,84,-1,0,-1,-1,1,-1,0,1,0,3,10.0,0,4,0,2,0,Hajdú-Bihar Vármegye,0.0,4080
18,1,3.75,3.75,3.75,4.25,92,87,91,-1,-1,97,57,-1,-1,-1,1,0,-1,0,0,1,2,6.92,1,5,0,2,1,Veszprém Vármegye,0.0,4081
18,1,4.75,4.0,4.0,4.5,98,93,95,-1,96,-1,-1,96,-1,0,-1,-1,0,0,1,1,2,7.53,1,4,1,4,0,Zala Vármegye,0.0,4082
17,0,4.25,4.75,4.0,3.0,52,85,46,73,-1,-1,74,-1,1,-1,-1,0,-1,0,1,0,3,7.14,1,5,0,1,0,Baranya Vármegye,0.0,4083
19,1,4.5,3.75,3.0,3.0,85,90,97,97,-1,-1,85,-1,0,-1,-1,1,-1,0,1,0,2,4.52,1,3,1,1,1,Szabolcs-Szatmár-Bereg Vármegye,0.0,4084
18,0,4.5,4.5,4.0,2.75,74,61,86,-1,68,-1,81,-1,-1,0,-1,0,-1,0,0,0,2,6.35,0,4,0,1,0,Budapest,0.0,4085
19,1,3.0,3.25,4.25,4.25,95,83,92,84,-1,-1,91,-1,0,-1,-1,1,-1,0,0,1,1,8.47,0,4,0,2,1,Békés Vármegye,1.0,4086
19,0,2.75,3.5,4.0,4.75,71,88,91,89,-1,-1,84,-1,0,-1,-1,1,-1,0,0,0,3,7.3,0,1,0,1,1,Szabolcs-Szatmár-Bereg Vármegye,0.0,4087
19,0,4.5,4.25,4.5,3.5,80,88,77,-1,-1,89,-1,95,-1,-1,0,-1,0,0,0,1,4,10.0,1,7,0,3,1,Zala Vármegye,0.0,4088
17,0,3.5,3.75,3.75,3.25,83,74,69,71,-1,-1,64,-1,1,-1,-1,0,-1,0,0,0,1,4.98,0,3,0,1,1,Vas Vármegye,1.0,4089
19,1,3.75,3.75,4.25,4.25,93,80,91,79,-1,-1,96,-1,1,-1,-1,0,-1,1,0,0,2,6.75,0,2,0,2,0,Pest Vármegye,1.0,4090
19,0,4.0,4.0,4.5,3.75,75,54,78,-1,92,-1,92,-1,-1,0,-1,0,-1,1,0,0,2,3.2,1,3,0,2,0,Budapest,0.0,4091
18,1,2.5,3.0,2.75,4.5,64,23,21,-1,-1,77,47,-1,-1,-1,0,0,-1,0,1,0,3,8.71,0,5,1,2,0,Békés Vármegye,0.0,4092
17,0,4.25,2.75,4.0,4.0,80,67,72,56,-1,-1,92,-1,1,-1,-1,1,-1,0,0,0,2,5.87,0,3,0,1,0,Budapest,0.0,4093
19,0,4.25,3.5,4.5,4.25,92,74,81,-1,-1,64,-1,88,-1,-1,0,-1,0,0,0,1,1,1.89,0,2,0,4,0,Komárom-Esztergom Vármegye,0.0,4094
17,1,3.25,4.25,2.25,3.75,97,72,75,82,-1,-1,93,-1,0,-1,-1,0,-1,1,1,0,2,7.27,1,5,0,5,0,Bács-Kiskun Vármegye,1.0,4095
18,1,2.75,4.0,3.0,3.0,95,86,72,88,-1,-1,74,-1,0,-1,-1,1,-1,1,0,0,3,6.61,0,4,0,2,0,Zala Vármegye,0.0,4096
17,0,4.0,3.5,4.5,3.25,67,87,40,68,-1,-1,74,-1,1,-1,-1,1,-1,0,0,0,3,5.58,1,6,0,4,1,Somogy Vármegye,1.0,4097
18,0,3.75,3.5,3.0,3.5,91,66,80,74,-1,-1,-1,88,1,-1,-1,-1,0,0,1,0,2,6.15,1,4,0,1,0,Vas Vármegye,0.0,4098
17,0,4.0,4.75,3.75,5.0,97,96,98,98,-1,-1,89,-1,0,-1,-1,0,-1,0,1,0,3,6.43,1,6,0,4,1,Tolna Vármegye,0.0,4099
17,0,4.5,3.75,4.25,4.0,86,88,84,91,-1,-1,85,-1,1,-1,-1,0,-1,0,0,0,2,5.6,1,5,0,1,1,Borsod-Abaúj-Zemplén Vármegye,1.0,4100
17,1,5.0,3.5,4.0,3.25,96,76,65,77,-1,-1,95,-1,1,-1,-1,0,-1,1,0,0,1,3.47,1,6,0,1,1,Fejér Vármegye,1.0,4101
17,1,4.25,4.25,4.0,4.5,90,86,98,70,-1,-1,-1,68,0,-1,-1,-1,0,1,0,1,2,4.74,0,6,0,3,0,Budapest,1.0,4102
18,0,4.25,4.75,4.5,2.75,93,81,74,90,-1,-1,-1,83,1,-1,-1,-1,0,0,0,0,1,2.77,1,3,0,4,1,Békés Vármegye,1.0,4103
19,1,3.75,4.0,4.5,3.75,92,80,81,-1,-1,70,-1,98,-1,-1,0,-1,0,0,0,1,2,5.3,0,6,0,3,0,Békés Vármegye,0.0,4104
17,1,2.25,3.5,4.0,4.0,55,71,96,94,-1,-1,-1,92,1,-1,-1,-1,0,0,0,1,3,7.71,1,4,1,1,0,Fejér Vármegye,1.0,4105
18,1,4.25,4.75,4.75,4.5,63,88,92,-1,-1,96,76,-1,-1,-1,0,0,-1,1,0,0,2,6.06,1,7,0,1,0,Budapest,1.0,4106
17,1,4.5,4.75,4.75,4.25,75,72,83,-1,84,-1,90,-1,-1,0,-1,0,-1,0,1,0,3,6.51,1,3,0,6,0,Somogy Vármegye,0.0,4107
18,1,4.0,3.25,4.0,4.25,89,82,91,-1,78,-1,93,-1,-1,0,-1,1,-1,0,1,0,2,7.58,1,7,0,1,0,Budapest,0.0,4108
19,1,3.75,4.75,4.0,3.5,86,91,77,58,-1,-1,79,-1,0,-1,-1,1,-1,0,0,1,3,8.28,0,6,0,1,1,Vas Vármegye,0.0,4109
18,1,4.0,4.0,4.25,2.5,94,84,90,83,-1,-1,93,-1,1,-1,-1,1,-1,0,0,0,3,4.99,0,4,0,4,0,Csongrád Vármegye,1.0,4110
18,1,4.5,3.5,3.5,3.5,76,56,98,-1,-1,87,84,-1,-1,-1,0,1,-1,0,0,0,1,5.59,0,5,0,2,0,Pest Vármegye,0.0,4111
17,1,2.75,3.5,4.75,3.75,67,91,93,66,-1,-1,-1,94,1,-1,-1,-1,0,0,0,0,2,4.3,1,5,0,3,0,Zala Vármegye,0.0,4112
18,1,3.0,4.0,3.75,4.25,64,56,77,72,-1,-1,91,-1,1,-1,-1,0,-1,0,0,1,2,4.46,0,3,0,3,1,Zala Vármegye,0.0,4113
17,0,4.5,3.0,4.25,4.5,74,92,91,81,-1,-1,87,-1,0,-1,-1,1,-1,1,0,0,1,5.27,0,5,0,2,1,Hajdú-Bihar Vármegye,1.0,4114
19,1,3.0,4.75,4.5,4.0,74,43,68,76,-1,-1,46,-1,1,-1,-1,1,-1,0,0,0,3,5.83,1,5,0,2,0,Jász-Nagykun-Szolnok Vármegye,0.0,4115
19,0,4.25,3.5,4.25,4.0,92,91,88,73,-1,-1,85,-1,0,-1,-1,0,-1,0,0,1,1,1.0,1,4,1,4,0,Nógrád Vármegye,0.0,4116
18,0,3.75,4.5,4.0,3.75,83,74,93,97,-1,-1,92,-1,1,-1,-1,0,-1,0,0,0,2,3.43,1,8,0,2,0,Nógrád Vármegye,0.0,4117
18,1,3.5,4.25,4.0,3.0,95,97,95,-1,-1,91,81,-1,-1,-1,0,0,-1,0,1,0,3,7.02,1,8,0,3,1,Budapest,1.0,4118
17,1,4.75,4.5,3.75,4.0,95,77,97,84,-1,-1,96,-1,0,-1,-1,0,-1,0,0,1,2,4.75,1,5,0,1,1,Budapest,0.0,4119
19,1,4.25,4.25,4.5,3.25,82,92,93,90,-1,-1,94,-1,0,-1,-1,0,-1,0,1,1,2,4.4,1,3,0,3,0,Bács-Kiskun Vármegye,0.0,4120
19,0,3.0,3.25,3.5,4.0,45,55,65,-1,-1,77,69,-1,-1,-1,0,0,-1,1,1,0,3,6.26,0,2,0,1,0,Békés Vármegye,0.0,4121
18,1,3.5,3.5,4.0,4.25,86,77,50,90,-1,-1,87,-1,1,-1,-1,1,-1,0,0,0,1,4.36,1,4,0,4,0,Veszprém Vármegye,0.0,4122
17,0,4.25,4.0,4.0,4.0,78,90,97,-1,-1,92,75,-1,-1,-1,0,1,-1,1,0,0,2,5.5,1,7,0,1,1,Bács-Kiskun Vármegye,1.0,4123
19,1,3.75,2.75,3.75,4.5,84,94,84,-1,99,-1,85,-1,-1,0,-1,1,-1,0,0,0,1,4.06,1,6,0,2,0,Nógrád Vármegye,0.0,4124
18,0,4.0,3.25,3.5,4.0,44,65,63,71,-1,-1,76,-1,0,-1,-1,0,-1,0,1,1,3,5.49,0,4,0,4,0,Budapest,0.0,4125
17,0,4.0,3.0,4.25,4.0,84,83,92,96,-1,-1,78,-1,1,-1,-1,0,-1,0,1,0,3,6.87,0,4,0,5,1,Győr-Moson-Sopron Vármegye,1.0,4126
19,0,4.75,3.75,4.0,3.5,83,96,81,-1,-1,94,87,-1,-1,-1,0,0,-1,0,1,0,3,6.97,1,2,0,4,1,Borsod-Abaúj-Zemplén Vármegye,0.0,4127
19,0,4.5,4.5,3.75,4.0,84,98,99,-1,-1,82,98,-1,-1,-1,0,1,-1,0,0,0,4,9.24,1,3,0,3,0,Zala Vármegye,0.0,4128
19,0,4.5,4.0,4.75,4.25,82,60,90,-1,-1,78,89,-1,-1,-1,0,1,-1,1,0,0,1,2.67,1,7,0,1,1,Bács-Kiskun Vármegye,1.0,4129
18,0,3.0,4.75,3.25,3.75,40,86,85,-1,-1,71,83,-1,-1,-1,0,0,-1,0,0,0,1,3.77,0,8,0,3,1,Budapest,1.0,4130
17,0,4.5,4.25,3.25,4.75,87,98,91,90,-1,-1,55,-1,1,-1,-1,1,-1,0,0,0,3,7.31,1,3,0,1,1,Csongrád Vármegye,1.0,4131
17,0,4.5,3.75,4.25,3.75,96,79,77,80,-1,-1,-1,93,0,-1,-1,-1,1,0,0,0,4,10.0,0,3,0,3,0,Komárom-Esztergom Vármegye,0.0,4132
17,1,4.75,4.25,2.75,4.0,75,82,84,-1,-1,70,70,-1,-1,-1,0,0,-1,0,1,0,2,6.02,1,4,0,2,0,Budapest,1.0,4133
19,0,3.5,4.0,4.75,4.0,67,87,75,-1,59,-1,83,-1,-1,0,-1,1,-1,0,1,0,3,6.87,0,6,0,2,0,Zala Vármegye,0.0,4134
17,0,3.0,4.25,4.75,4.0,88,71,81,-1,67,-1,49,-1,-1,0,-1,1,-1,0,0,1,3,6.4,0,5,0,6,0,Zala Vármegye,0.0,4135
17,0,3.0,4.0,3.75,3.25,82,85,68,-1,52,-1,56,-1,-1,1,-1,0,-1,1,0,0,3,6.38,1,6,0,3,0,Tolna Vármegye,1.0,4136
18,1,4.75,3.0,4.25,4.25,98,84,79,-1,-1,71,96,-1,-1,-1,0,0,-1,0,0,1,1,3.04,1,1,0,2,1,Tolna Vármegye,0.0,4137
18,0,4.25,3.75,3.75,4.25,84,94,77,-1,77,-1,100,-1,-1,0,-1,0,-1,1,0,0,3,8.64,1,3,0,1,1,Zala Vármegye,1.0,4138
18,1,3.0,3.5,4.25,3.5,90,94,76,83,-1,-1,84,-1,0,-1,-1,0,-1,1,0,0,1,2.75,0,7,0,4,1,Bács-Kiskun Vármegye,1.0,4139
18,1,3.75,4.0,4.25,5.0,67,87,90,-1,-1,75,95,-1,-1,-1,1,0,-1,0,1,0,2,4.39,0,6,0,3,0,Zala Vármegye,0.0,4140
18,1,4.0,4.75,4.0,4.0,92,80,96,-1,-1,60,68,-1,-1,-1,0,0,-1,0,0,1,2,2.75,1,4,0,2,0,Nógrád Vármegye,0.0,4141
19,0,4.5,3.75,3.5,4.0,77,95,87,-1,-1,83,-1,70,-1,-1,1,-1,0,0,0,0,2,6.47,0,3,0,1,0,Vas Vármegye,0.0,4142
17,1,3.25,3.0,3.25,4.25,92,81,77,95,-1,-1,83,-1,1,-1,-1,0,-1,0,0,1,1,4.86,0,2,0,1,0,Komárom-Esztergom Vármegye,0.0,4143
18,0,4.5,3.0,3.5,4.75,90,94,77,-1,-1,92,94,-1,-1,-1,1,1,-1,0,0,0,4,8.68,1,6,0,2,0,Zala Vármegye,0.0,4144
19,1,4.0,4.25,4.75,4.25,94,97,98,-1,-1,97,-1,85,-1,-1,0,-1,0,0,0,0,3,5.89,1,5,0,2,1,Bács-Kiskun Vármegye,0.0,4145
18,0,4.5,4.5,3.75,4.0,85,87,94,-1,-1,96,85,-1,-1,-1,0,1,-1,0,0,0,4,8.09,1,4,0,2,0,Budapest,0.0,4146
18,1,4.5,3.5,5.0,4.0,87,72,74,87,-1,-1,-1,86,0,-1,-1,-1,0,1,1,0,2,3.55,0,4,0,2,0,Baranya Vármegye,1.0,4147
17,1,3.25,4.0,3.5,3.0,45,82,88,-1,-1,87,66,-1,-1,-1,0,1,-1,0,0,0,3,7.16,1,5,0,2,0,Baranya Vármegye,0.0,4148
17,1,4.25,4.5,4.0,4.5,95,83,90,-1,-1,94,98,-1,-1,-1,1,0,-1,0,1,0,3,7.21,1,6,0,4,0,Budapest,1.0,4149
19,1,3.25,4.0,3.0,4.75,61,89,90,92,-1,-1,86,-1,0,-1,-1,1,-1,0,0,0,2,3.73,1,4,0,5,0,Bács-Kiskun Vármegye,0.0,4150
